id,created_at,published_at,nome,sigla,preco,oscilacao_dia,liquidez,ultimo_rendimento,dy,pl,rentabilidade_mes,descricao,data_construcao_fundo,num_cotas_emitidas,vi_cota,tipo_gestao,publico_alvo,mandato,segmento,prazo_duracao,taxa_adm,yd_1,yd_3,yd_6,yd_12,yd_1_p,yd_3_p,yd_6_p,yd_12_p,num_ativos,num_estados,url
443,2019-07-20 09:39:34.711000,2019-07-20 09:39:34.711000,JS REAL ESTATE MULTIGESTÃO - FII,JSRE11,112.00,+0.00,19748,0.62,0.56,900mi,0.72,"


JSRE11 – Um
FII Que Investe Em Todos Os Segmentos Do Mercado Imobiliário
JSRE11 é um fundo imobiliário do tipo híbrido. Seus
investimentos podem ser compostos por todos os segmentos de investimento do
mercado imobiliário.
Fundos híbridos como o JSRE11 são também conhecidos
como fundos mistos pelo fato de obterem portfólios com grande diversificação de
ativos.
O FII JS Real Estate Multigestão é um fundo de
investimento imobiliário do tipo ANBIMA híbrido gestão ativa de segmento
híbrido. É constituído sob a forma de condomínio fechado, com prazo de duração
indeterminado, regido pelas disposições legais e regulamentares que lhe forem
aplicáveis. 
Características
do fundo JSRE11
O Fundo Imobiliário JS Real Estate Multigestão foi constituído
em fevereiro de 2011 e tem por objeto o investimento em ativos imobiliários,
por meio da aquisição de quaisquer um dos ativos alvo, conforme definidos no
Parágrafo 1º do Artigo 7º em seu regulamento.
Sua política básica é realizar investimentos imobiliários de
longo prazo, objetivando auferir rendimentos oriundos das cotas de outros Fiis,
ganho de capital nas negociações de cotas de Fiis e rendimentos dos CRIs, LCIs
e LHs que venha a adquirir.
O fundo é administrado pelo Banco J. Safra S.A. Seus
recursos serão aplicados pelo Administrador, de forma a proporcionar aos
cotistas remuneração superior à rentabilidade alvo, inclusive por meio do
aumento do valor patrimonial de suas cotas.
A carteira do JSRE11 será gerida pelo Administrador,
cabendo-lhe exclusivamente e independente da anuência dos cotistas, a
responsabilidade pela seleção, aquisição e alienação dos ativos alvo.
As cotas do JS Real Estate
Multigestão são negociadas com o código (ticker) JSRE11 no mercado
de bolsa da B3 - Brasil, Bolsa e Balcão.
Sua taxa de administração é de 1,0% ao ano sobre o valor de
mercado médio do fundo. Os valores referentes a custódia, escrituração e gestão
já estão incluídos na taxa de administração. 
A taxa de performance é de 20% sobre os rendimentos que
excederem 6% ao ano sobra base atualizada por IGPM.
A política de distribuição de rendimentos
do JSRE11 deve distribuir a seus cotistas, no mínimo, 95% dos resultados
auferidos, apurados segundo o regime de caixa.
Os resultados auferidos no
semestre serão distribuídos aos cotistas, mensalmente, sempre no 15º dia útil
do mês subsequente ao do recebimento dos recursos pelo fundo, a título de
antecipação dos resultados do semestre a serem distribuídos.
FII JS Real Estate Multigestão – JSRE11
As aplicações realizadas no fundo
não contam com garantia do Administrador ou do Fundo Garantidor de Crédito, não
podendo o administrador ser responsabilizado por eventuais depreciações dos
ativos que compõem a carteira do fundo.
Portanto, é recomendado a leitura
cuidadosa do prospecto e do regulamento do fundo de investimento pelo
investidor ao aplicar seus recursos.
Para conferir outros dados e
indicadores do JSRE11, continue navegando em nosso site. Temos todas as
informações necessárias disponíveis aqui.



",23 de Fevereiro de 2011,60000,1.000.00,Ativa,Investidores em Geral,Híbrido,Híbrido,Indeterminado,1% a.a. s/ valor de mercado,0.6200,1.8000,3.5100,6.7600,0.55,1.61,3.13,6.04,3,2,https://www.fundsexplorer.com.br/funds/JSRE11
444,2019-07-20 09:39:36.544000,2019-07-20 09:39:36.544000,FUNDO DE FDO INV IMOB KINEA FII,KFOF11,108.00,+0.14,514,0.68,0.65,140mi,-0.63,"",03 de Setembro de 2018,1317933,100.00,Ativa,Investidores em Geral,Títulos e Valores Mobiliários,Títulos e Val Mob,Indeterminado,"0,92% a.a.",0.6800,1.7600,3.2600,5.3280,0.63,1.63,3.02,4.93,0,0,https://www.fundsexplorer.com.br/funds/KFOF11
445,2019-07-20 09:39:39.978000,2019-07-20 09:39:39.978000,KINEA RENDIMENTOS IMOBILIÁRIOS FDO INV IMOB - FII,KNCR11,103.90,-0.10,24064,0.56,0.53,3.8bi,0.77,"


                  O FUNDO, constituído sob a forma de condomínio fechado, em que o resgate de Cotas não é permitido, com prazo de duração  indeterminado,  é  uma  comunhão  de  recursos  captados  por  meio  do  sistema  de  distribuição  de  valores mobiliários.
                


",15 de Outubro de 2012,200000,1.000.00,Ativa,Investidor Qualificado,Títulos e Valores Mobiliários,Títulos e Val Mob,Indeterminado,"1,10% a.a.",0.5600,1.8100,3.4300,7.0100,0.54,1.74,3.30,6.75,0,0,https://www.fundsexplorer.com.br/funds/KNCR11
446,2019-07-20 09:39:41.826000,2019-07-20 09:39:41.826000,KINEA HIGH YIELD CRI FDO INV IMOB - FII,KNHY11,122.00,+0.26,3150,0.67,0.50,430mi,16.45,"",20 de Junho de 2018,4000000,100.00,Ativa,Investidor Qualificado,Títulos e Valores Mobiliários,Títulos e Val Mob,Indeterminado,"1,60% a.a.",0.6700,2.6300,4.4900,8.1150,0.55,2.16,3.68,6.65,0,0,https://www.fundsexplorer.com.br/funds/KNHY11
447,2019-07-20 09:39:43.604000,2019-07-20 09:39:43.604000,KINEA ÍNDICES DE PREÇOS FDO INV IMOB - FII,KNIP11,118.25,-0.59,17366,0.75,0.62,2.7bi,7.38,"",26 de Setembro de 2016,4000000,100.00,Ativa,Investidor Qualificado,Títulos e Valores Mobiliários,Títulos e Val Mob,Indeterminado,"1,00% a.a.",0.7500,2.4500,4.3500,8.9000,0.63,2.07,3.68,7.53,0,0,https://www.fundsexplorer.com.br/funds/KNIP11
448,2019-07-20 09:39:47.149000,2019-07-20 09:39:47.149000,KINEA RENDA IMOBILIÁRIA FDO INV IMOB - FII,KNRI11,152.40,-0.07,39681,0.74,0.48,3.6bi,-0.02,"


                  Gerar renda de aluguel mensal através da locação de um portfólio diversificado de prédios corporativos e galpões logísticos.
                


",07 de Julho de 2010,258979,1.012.25,Ativa,Investidores em Geral,Renda,Híbrido,Indeterminado,"1,25% a.a.",0.7400,2.2200,4.4400,9.2000,0.49,1.46,2.91,6.04,17,3,https://www.fundsexplorer.com.br/funds/KNRI11
449,2019-07-20 09:39:49.075000,2019-07-20 09:39:49.075000,FDO INV IMOB - VBI LOGÍSTICO,LVBI11,110.00,+0.18,336,0.71,0.64,310mi,0.64,"",01 de Novembro de 2018,3030000,100.00,Ativa,Investidores em Geral,Renda,Logística,Indeterminado,"1,30% sobre o Patrimônio Líquido do Fundo",0.7100,2.1300,3.9993,7.2846,0.65,1.94,3.64,6.62,2,2,https://www.fundsexplorer.com.br/funds/LVBI11
450,2019-07-20 09:39:51.554000,2019-07-20 09:39:51.554000,MALLS BRASIL PLURAL FDO INV IMOB,MALL11,106.02,+0.02,11336,0.60,0.58,290mi,0.50,"


MALL11 – Fundo De Shopping Center
MALL11 é um fundo imobiliário de tijolo, ou seja, seus investimentos tem como base principal, empreendimentos imobiliários físicos.
O segmento do FII MALL11 é de shopping center e seu objetivo é a obtenção de renda, a partir da exploração imobiliária e ganho de capital, através da compra e venda de ativos.
Malls Brasil Plural FII é um fundo de investimento imobiliário do tipo ANBIMA FII Renda Gestão Ativa, que investe acima de dois terços do seu patrimônio líquido em empreendimentos imobiliários construídos, para fins de geração de renda com locação ou arrendamento.

Características do Fundo MALL11
O fundo iniciou suas atividades em dezembro de 2017 e possui uma participação majoritária no Maceió Shopping, localizado em Maceió-AL. 
Administrado pelo Genial Investimentos Corretora de Valores Mobiliários S.A e seu gestor o BRPP Gestão de Produtos Estruturados Ltda. (Empresa do Grupo Brasil Plural)
A BRPP possui uma equipe de gestão com mais de 20 anos de atuação no mercado financeiro.
Malls tem sua gestão com foco na prospecção de novas oportunidades para compor o portfólio do fundo, buscando sempre a alocação eficiente de recursos disponíveis para assim proporcionar maiores rentabilidades ao fundo e a seus cotistas.
O fundo é negociado com o código (ticker) MALL11 listado na bolsa de valores B3.
Sua taxa de administração é de 0,5% ao ano sobre patrimônio líquido ou valor de mercado do fundo se o fundo fizer parte de índice de mercado (IFIX) (mínimo de R$ 50.000,00 mensais corrigido pelo IPCA).
A Taxa de Administração engloba os pagamentos devidos ao Administrador, ao Gestor e ao Escriturador.
A política de distribuição de rendimentos do MALL11 considera os seguintes fatores:

Geração de caixa do fundo;
Potencial de geração de caixa dos ativos do fundo;
Estabilização dos rendimentos e;
Resultados acumulados não distribuídos.

Os rendimentos auferidos serão distribuídos aos cotistas e pagos mensalmente, sempre no 10º (décimo) dia útil do mês subsequente ao do recebimento dos recursos pelo fundo.
Malls Brasil Plural – MALL11
Malls tem mostrando bastante consistência em seus resultados, trazendo rendimento e segurança a seus investidores.
Por fim, o regulamento deste fundo poderá ser alterado, independentemente de assembleia geral, sempre que tal alteração decorrer exclusivamente da necessidade de atendimento a exigências expressas da CVM – Comissão de Valores Mobiliários.
Dúvidas e esclarecimento, contate o fundo através do e-mail ri@mallsbrasilplural.com.br.
Para conferir outros dados e indicadores do MALL11, continue navegando em nosso site. Temos todas as informações necessárias disponíveis aqui. No entanto, caso não encontre o que está procurando, nos mande um e-mail que faremos o possível para melhorar a sua experiência.



",01 de Dezembro de 2017,1860134,100.00,Ativa,Investidores em Geral,Renda,Shoppings,Indeterminado,"0,5% a.a.",0.6000,1.8000,3.7400,7.5000,0.57,1.70,3.53,7.07,1,1,https://www.fundsexplorer.com.br/funds/MALL11
451,2019-07-20 09:39:54.469000,2019-07-20 09:39:54.469000,FDO INV IMOB - FII MAX RETAIL,MAXR11,2375.00,+0.00,44,25.18,1.04,110mi,9.38,"


                  O Fundo de Investimento Imobiliário Max Retail, foi constituído sob a forma de condomínio fechado, com prazo de duração indeterminado, sendo regido por seu Regulamento e pelas disposições legais e regulamentares que lhe forem aplicáveis.
                


",26 de Outubro de 2009,59245,952.97,Passiva,Investidores em Geral,Renda,Outros,Indeterminado,"0,15% a.a. sobre o valor Patrimônio Líquido",25.1762,60.3191,133.8279,214.3277,1.06,2.54,5.63,9.02,8,7,https://www.fundsexplorer.com.br/funds/MAXR11
452,2019-07-20 09:39:57.426000,2019-07-20 09:39:57.426000,FDO INV IMOB MERCANTIL DO BRASIL - FII,MBRF11,1250.10,+0.25,12,8.50,0.66,120mi,4.29,"


MBRF11 – Um
FII Que Investe Em Escritórios
MBRF11 é um fundo imobiliário do tipo tijolo. Seus
investimentos são destinados principalmente para propriedades comercias de
lajes corporativas.
Fundos de tijolo como o MBRF11
são assim chamados por representarem os imóveis físicos (tangíveis)
propriamente ditos. Esse modelo de FII tem o objetivo de comprar ou construir
fundos para alugar e gerar uma renda mensal.
O FII Mercantil do Brasil é
um fundo de investimento imobiliário do tipo ANBIMA renda gestão ativa do
segmento outros. É constituído sob a forma de condomínio fechado, com prazo de
duração indeterminado, regido pelas disposições legais e regulamentares que lhe
forem aplicáveis.
Características do fundo MBRF11
O Fundo Imobiliário Mercantil
do Brasil foi constituído em setembro de 2011 e tem como objetivo a
realização de investimentos em imóveis para renda regular de aluguel.
A parcela de patrimônio do fundo
não aplicada em ativos imobiliários poderá ser aplicada em cotas de fundos de
investimentos e ativos de renda fixa.
O fundo tem como foco principal,
no longo prazo, a geração de renda mediante a exploração comercial através de
locação dos ativos  ao Banco Mercantil do Brasil S.A.
É administrado pelo Rio Bravo
Investimentos DTVM Ltda.
As cotas do FII Mercantil do
Brasil são negociadas com o código (ticker) MBRF11 no mercado de
bolsa da B3 - Brasil, Bolsa e Balcão.
Sua taxa de administração é de
0,30% a.a. sobre o patrimônio líquido com mínimo de R$ 18.000,00 mensais
corrigido pelo IGPM.
A política de distribuição de rendimentos
do MBRF11 deve distribuir a seus cotistas, no mínimo, 95% dos resultados
auferidos, apurados segundo o regime de caixa.
O resultado auferido num
determinado período será distribuído aos cotistas até o 15º dia do mês imediatamente
subsequente ao mês de referência do recebimento dos recursos.
FII Mercantil do Brasil – MBRF11
As aplicações realizadas no fundo
não contam com garantia do Administrador ou do Fundo Garantidor de Crédito, não
podendo o administrador ser responsabilizado por eventuais depreciações dos
ativos que compõem a carteira do fundo.
Portanto, é recomendado a leitura
cuidadosa do prospecto e do regulamento do fundo de investimento pelo
investidor ao aplicar seus recursos.
Para conferir outros dados e
indicadores do MBRF11, continue navegando em nosso site. Temos todas as
informações necessárias disponíveis aqui.



",22 de Junho de 2011,101664,1.000.00,Ativa,Investidores em Geral,Renda,Outros,Indeterminado,"0,3% a.a. sobre o Patrimônio Líquido do Fundo",8.5000,25.5000,50.0000,98.0000,0.68,2.04,4.00,7.84,2,2,https://www.fundsexplorer.com.br/funds/MBRF11
453,2019-07-20 09:40:00.646000,2019-07-20 09:40:00.646000,MÉRITO DESENVOLVIMENTO IMOBILIÁRIO I - FII,MFII11,119.00,-0.13,2611,1.12,0.92,210mi,8.64,"


                  O Mérito  Desenvolvimento  Imobiliário  I  FII é  um  fundo  de  investimento  imobiliário  constituído  sob  a forma de condomínio fechado, com prazo de duração indeterminado.
                


",06 de Setembro de 2012,57000,100.00,Ativa,Investidores em Geral,Híbrido,Híbrido,Indeterminado,"2,0% a.a. sobre PL a  mercado",1.1200,3.4100,6.8700,10.2700,0.94,2.87,5.77,8.63,9,3,https://www.fundsexplorer.com.br/funds/MFII11
454,2019-07-20 09:40:04.256000,2019-07-20 09:40:04.256000,FDO INV IMOB MOGNO FUNDO DE FUNDOS,MGFF11,99.18,+0.80,17325,0.80,0.78,120mi,8.17,"


MGFF11 –
Um Fundo Que Investe Em Outros Fundos Imobiliários 
MGFF11 é um fundo imobiliário do
tipo FOF - Fundos de fundos. Seus investimentos tem como base principal a
aquisição de cotas de outros FIIs.
O FII MGFF11 tem por objeto
aplicar, primordialmente, em cotas de outros fundos de investimento imobiliário
podendo também uma parte ser aplicado em outros ativos ligados ao mercado
imobiliário.
Mogno Fundo de Fundos é um
fundo de investimento imobiliário do tipo ANBIMA renda gestão ativa do segmento
de títulos e valores mobiliários. É constituído sob a forma de condomínio
fechado, com prazo de duração indeterminado, regido pelas disposições legais e
regulamentares que lhe forem aplicáveis.
Características do MGFF11
o Fundo Imobiliário Mogno
foi constituído em novembro de 2018 e tem por objetivo a valorização e a
rentabilidade de suas cotas no longo prazo por meio de investimento nos ativos
imobiliários.
Um fato interessante é que o
fundo deverá manter, no mínimo, 67% e, no máximo, 100% do seu patrimônio
líquido investido em ativos alvo, e até 33% do seu patrimônio líquido investido
nos demais ativos imobiliários listados em seu regulamento.
O fundo é administrado e será
representado pela BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM.
As atividades de gestão da
carteira do fundo serão exercidas pela Mogno Capital Investimentos Ltda.
Os recursos do MGFF11 serão
aplicados diretamente pelo Gestor, ou pela Administradora por indicação do
Gestor, conforme o caso.
As cotas do Mogno Fundo de
Fundos são negociadas com o código (ticker) MGFF11 no mercado de
bolsa da B3 - Brasil, Bolsa e Balcão.
Sua taxa de administração é de
0,20% ao ano sobre patrimônio líquido ou valor de mercado do fundo se o fundo
fizer parte de índice de mercado (IFIX) com mínimo de R$ 23.000,00 mensais
corrigido pelo IGPM.
Já a sua taxa de gestão é de
0,80% ao ano sobre patrimônio líquido ou valor de mercado do fundo se o fundo
fizer parte de índice de mercado (IFIX).
A escrituração também possui a
sua taxa de até 0,30% ao ano sobre patrimônio líquido ou valor de mercado do
fundo se o fundo fizer parte de índice de mercado (IFIX).
Por último, a taxa de performance
na proporção de 20% sobre o que exceder o maior entre IGPM+3% ou 4,5% em seu
período de apuração.
A política de distribuição de rendimentos
do MGFF11 deve distribuir a seus cotistas, no mínimo, 95% dos resultados
auferidos, apurados segundo o regime de caixa.
O resultado auferido num
determinado período será distribuído aos cotistas, mensalmente, sempre até o
12º dia útil do mês subsequente ao do recebimento dos recursos.
 
O objeto e a política de
investimentos do fundo somente poderão ser alterados por deliberação da
assembleia geral de cotistas, observadas as regras estabelecidas no
regulamento.
MOGNO FUNDO DE FUNDOS – MGFF11
As aplicações realizadas no fundo
não contam com garantia do Administrador ou do Fundo Garantidor de Crédito, não
podendo o administrador ser responsabilizado por eventuais depreciações dos
ativos que compõem a carteira do fundo.
Portanto, é recomendado a leitura
cuidadosa do prospecto e do regulamento do fundo de investimento pelo
investidor ao aplicar seus recursos.
Para conferir outros dados e
indicadores do MGFF11, continue navegando em nosso site. Temos todas as
informações necessárias disponíveis aqui.



",27 de Março de 2018,1205927,100.00,Ativa,Investidores em Geral,Renda,Títulos e Val Mob,Indeterminado,"0,20% a.a.",0.8000,2.6000,4.7500,8.1600,0.81,2.62,4.79,8.23,0,0,https://www.fundsexplorer.com.br/funds/MGFF11
455,2019-07-20 09:40:06.366000,2019-07-20 09:40:06.366000,MAXI RENDA FDO INV IMOB - FII,MXRF11,11.75,+0.09,81258,0.07,0.61,410mi,-1.71,"


                  O Maxi Renda FII tem como objetivo auferir ganhos pela aplicação de seus recursos em ativos financeiros com lastro imobiliário, tais como CRI, LCI, LH e cotas de FIIs, e ativos imobiliários, como imóveis comerciais e projetos imobiliários residenciais.
                


",20 de Setembro de 2011,538834,100.00,Ativa,Investidores em Geral,Híbrido,Híbrido,Indeterminado,"0,90% a.a. (mínimo de R$ 60 mil mensais)",0.0700,0.2100,0.4100,0.8100,0.60,1.79,3.49,6.89,0,0,https://www.fundsexplorer.com.br/funds/MXRF11
456,2019-07-20 09:40:10.227000,2019-07-20 09:40:10.227000,FDO INV IMOB - FII HOSPITAL NOSSA SRA DE LOURDES,NSLU11,259.28,+4.13,1033,1.69,0.67,210mi,-4.63,"


NSLU11 – Um
FII Mono Ativo De Hospital
NSLU11 é um fundo imobiliário do
tipo tijolo. Seus investimentos são direcionados para aplicações em
empreendimentos imobiliários do ramo da saúde.
Fundos de tijolo como o NSLU11
tem como principal objetivo obter renda através da locação e
arrendamento de imóveis físicos.
O FII Hospital Nossa Senhora
de Lourdes é um fundo de investimento imobiliário do tipo ANBIMA renda
gestão passiva do segmento de hospital. É constituído sob a forma de condomínio
fechado, com prazo de duração indeterminado, regido pelas disposições legais e
regulamentares que lhe forem aplicáveis.
Características do fundo NSLU11
O FII Hospital Nossa Senhora
de Lourdes foi constituído em março de 2006 com o objetivo da aquisição da
totalidade do empreendimento imobiliário denominado Hospital e Maternidade
Nossa Senhora de Lourdes.
Sua finalidade é participar da
sua exploração comercial através de locação ou arrendamento, ou, ainda, vender
a referida participação, podendo ceder os direitos decorrentes da venda,
locação ou arrendamento, de acordo com seu regulamento.
O fundo é administrado pela BTG
Pactual Serviços Financeiros DTVM S.A.
Os recursos do NSLU11
serão aplicados, sob a gestão da Administradora, segundo uma política de
investimentos definida de forma a proporcionar ao cotista uma remuneração para
o investimento realizado.
As cotas do FII Hospital Nossa
Sra de Lourdes são negociadas com o código (ticker) NSLU11 no
mercado de bolsa da B3 - Brasil, Bolsa e Balcão.
Sua taxa de administração é de
2,50% sobre receita mensal do fundo com mínimo de R$ 18.000,00 mensais
corrigido pelo IGPM.
A política de distribuição de rendimentos
do NSLU11 deve distribuir a seus cotistas, no mínimo, 95% dos resultados
auferidos, apurados segundo o regime de caixa.
O resultado auferido num
determinado período será distribuído aos cotistas, mensalmente, até o 5º dia
útil do mês subsequente ao recebimento do aluguel, a título de antecipação dos
resultados a serem distribuídos.
FII Hospital Nossa Senhora de Lourdes – NSLU11
As aplicações realizadas no fundo
não contam com garantia do Administrador ou do Fundo Garantidor de Crédito, não
podendo o administrador ser responsabilizado por eventuais depreciações dos
ativos que compõem a carteira do fundo.
Portanto, é recomendado a leitura
cuidadosa do prospecto e do regulamento do fundo de investimento pelo
investidor ao aplicar seus recursos.
Para conferir outros dados e
indicadores do NSLU11, continue navegando em nosso site. Temos todas as
informações necessárias disponíveis aqui.



",17 de Março de 2006,1144800,101.44,Passiva,Investidores em Geral,Renda,Hospital,Indeterminado,"2,50% sobre o total da receita mensal",1.6854,4.8362,9.6876,19.2992,0.65,1.87,3.74,7.44,1,1,https://www.fundsexplorer.com.br/funds/NSLU11
457,2019-07-20 09:40:12.105000,2019-07-20 09:40:12.105000,FDO INV IMOB - FII NOVO HORIZONTE,NVHO11,27.50,-1.43,567,0.06,0.20,300mi,-2.88,"


                  O FUNDO tem por objeto a aquisição e a gestão patrimonial de (i) ações ou quotas de sociedades cujo único propósito seja a aquisição de bens imóveis de natureza comercial, destinados à locação de longo prazo ou arrendamento; (ii) bens imóveis de natureza comercial, também destinados à locação de longo prazo ou arrendamento, podendo, inclusive, aliená-los, observando
-se as formalidades estabelecidas neste Regulamento; e/ou (iii) direitos reais sobre bens imóveis, incluindo direito de uso de superfície.
                


",10 de Setembro de 2013,41494533,1.00,Ativa,Investidor Qualificado,Desenvolvimento para Renda,Hospital,Indeterminado,N/A,0.0588,0.1751,0.3472,0.6784,0.21,0.64,1.26,2.47,1,1,https://www.fundsexplorer.com.br/funds/NVHO11
458,2019-07-20 09:40:16.198000,2019-07-20 09:40:16.198000,FDO INV IMOB THE ONE,ONEF11,147.14,+0.08,473,0.72,0.49,100mi,4.66,"


                  O Fundo é proprietário do Edifício The One, localizado na Rua Ministro Jesuíno Cardoso, 454 - Itaim Bibi - São Paulo - SP
                


",07 de Janeiro de 2011,32100,1.000.00,Ativa,Investidores em Geral,Renda,Lajes Corporativas,Indeterminado,"0,25% a.a. sobre o Patrimônio Líquido do Fundo",0.7200,2.1600,4.3200,8.4400,0.49,1.47,2.94,5.74,1,1,https://www.fundsexplorer.com.br/funds/ONEF11
459,2019-07-20 09:40:19.460000,2019-07-20 09:40:19.460000,FUNDO INV IMOB - OURINVEST CYRELA - FII,OUCY11,98.90,+0.92,232,0.64,0.65,53mi,5.47,"


OUCY11 – Fundo De Títulos E Valores Mobiliários
OUCY11 é um fundo imobiliário do
tipo papel, ou seja, seus investimentos tem como base
principal títulos e valores mobiliários.
O FII OUCY11 é constituído
sob a forma de condomínio fechado, com prazo de duração indeterminado. Seu publico alvo é composto por investidores em geral, pessoas
físicas ou jurídicas. 
Ourinvest Cyrela FII é um fundo de investimento imobiliário
do tipo ANBIMA títulos e valores mobiliários Gestão Ativa, que tem por objetivo
o investimento em empreendimentos imobiliários, por meio da aquisição dos
seguinte ativos, ou de direitos a eles relativos: certificados de recebíveis
imobiliários (CRI), letras hipotecárias (LH), letras de crédito imobiliário
(LCI), dentre outros descritos
em seu regulamento. 
Características do Fundo OUCY11
O Fundo iniciou suas atividades
em agosto de 2017 e possui participação em ativos do tipo, Imóvel, FII, LCI,
CRI e Renda Fixa. 
Administrado pelo banco Ourinvest S.A. com sua cede na cidade de São
Paulo.
Além de desempenhar as atividades
relativas a administração, Ourinvest S.A. também atua como gestor de recursos do
fundo.  
Ourinvest
tem sua gestão focada no desenvolvimento de novas oportunidades para compor o
portfólio do fundo, buscando sempre a alocação de recursos disponíveis para
assim proporcionar maiores rentabilidades.
O fundo é negociado com o código
(ticker) OUCY11 listado na bolsa de valores
B3.
Sua taxa de administração é de 1,05%
ao ano sobre patrimônio líquido (mínimo de R$ 65.000,00 mensais corrigido pelo IGPM).
Além disso, possui uma taxa de performance de 25% sobre rentabilidade que
exceder 120% da taxa DI.
Sua taxa de administração engloba
os pagamentos devidos ao Administrador, ao Gestor e ao Escriturador.

A política de distribuição de
rendimentos do OUCY11 considera que o fundo deverá distribuir a seus
cotistas, no mínimo, 95% dos resultados auferidos, apurados segundo o regime de
caixa, com base em balanço semestral encerrado em 30 de junho e 31 de dezembro
de cada ano.
Os rendimentos auferidos serão
distribuídos aos cotistas e pagos mensalmente, sempre até o 15º (décimo quinto)
dia útil do mês subsequente ao do recebimento dos recursos pelo fundo.
Receberá esses proventos os
investidores que sejam os titulares das cotas do fundo até o último dia útil do
mês em que ocorrer a apuração dos rendimentos do fundo.
Ourinvest Cyrela – OUCY11
Um fato importante a destacar em
seu regulamento é que o fundo deverá respeitar os limites de aplicação por
emissor e por modalidade de ativos financeiros estabelecidos.
Entretanto, os limites de
aplicação por modalidade não se aplicarão aos investimentos em CRI. 
Outro fato a se considerar é que
o objetivo e a política de investimentos do fundo somente poderão ser alterados
por deliberação da assembleia geral de cotistas.
Dúvidas e esclarecimento, contate
o fundo através do e-mail atendimentoacotistas.fii@ourinvest.com.br

Por fim, para conferir outros
dados e indicadores do OUCY11, continue navegando em nosso site. Temos
todas as informações necessárias disponíveis aqui. No entanto, caso não
encontre o que está procurando, nos mande um e-mail que faremos o possível para
melhorar a sua experiência.  



",10 de Agosto de 2017,533916,100.00,Ativa,Investidores em Geral,Renda,Títulos e Val Mob,Indeterminado,"1,05% a.a.",0.6400,1.8700,3.5738,6.7225,0.65,1.89,3.61,6.80,0,0,https://www.fundsexplorer.com.br/funds/OUCY11
460,2019-07-20 09:40:22.649000,2019-07-20 09:40:22.649000,OURINVEST JPP FDO INV IMOB - FII,OUJP11,116.39,-0.67,2796,0.80,0.72,75mi,0.02,"


OUJP11 – Um Fundo Focado Em Investimentos De CRI
OUJP11 é um fundo imobiliário do
tipo papel, ou seja, seus investimentos tem como base
aplicações em títulos e valores mobiliários.
Fundos de papel como OUJP11
são fundos de investimentos que atuam majoritariamente em recebíveis
imobiliários, que são investimentos de renda fixa voltado ao setor imobiliário.
OURINVEST JPP tem como
estratégia investir nos ativos alvo e ativos de liquidez observadas as regras
descritas em sua política de investimentos no seu regulamento.
Características do fundo OUJP11
Constituído por meio do
“Instrumento de Constituição do Ourinvest JPP Fundo
De Investimento Imobiliário-FII” o fundo iniciou suas atividades em novembro de
2016.
É administrado pelo Finaxis Corretora de Títulos e Valores
Imobiliários S/A e sua gestão é feita pela JPP Capital Gestão de Recursos
Ltda.
A gestão busca desenvolver fundos
com perfis diferenciados e estratégicos, alinhados com o cenário econômico e de
mercado, visando segurança rentabilidade compatíveis com os respectivos riscos de
seu segmento.
OUJP11 poderá adquirir até
100% do seu Patrimônio Líquido em CRI de classe única ou seniores e até 15% do
seu Patrimônio Líquido em CRI de classe subordinada.
Destacamos, no entanto, que devem
ser observadas as características básicas e os critérios estabelecidos em seu
“Prospecto Definitivo de Oferta Pública de Distribuição das Cotas da 1ª
Emissão”.
As cotas do Ourinvest
JPP são negociadas com o código (ticker) OUJP11
no mercado de bolsa da B3 - Brasil, Bolsa e Balcão.
Sua taxa de administração é de 1,125%
ao ano dependendo do valor de referência do fundo (Regulamento artigo 22) com mínimo
mensal de R$ 28.250,00 corrigido pelo IGPM já incluindo administração, gestão,
controladoria e escrituração.
Além disso, será cobrado uma taxa
de performance de 20% sobre o que exceder o índice IMA-B, + 0,5% ao ano.
A política de distribuição de rendimentos
do OUJP11 considera que o fundo deverá distribuir a seus cotistas,
no mínimo, 95% dos resultados auferidos, apurados segundo o regime de caixa.
Em adição e de acordo com os
termos do regulamento, o administrador ou gestor, além das atribuições que são
conferidas, serão responsáveis por qualquer dano causado ao patrimônio do fundo
decorrentes de:
·        
Atos que configurem má gestão ou gestão
temerária do fundo;
·        
Atos de qualquer natureza que configurem
violação da lei.
Outro fato importante é sobre sua
rentabilidade alvo, que não representa e nem deve ser considerado, a qualquer
momento e sobre qualquer hipótese, como promessa, garantia, ou sugestão de
rentabilidade futura aos cotistas.
OURINVEST JPP FII – OUJP11
As aplicações realizadas no fundo
não contam com garantia do Administrador ou do Fundo Garantidor de Crédito, não
podendo o administrador ser responsabilizado por eventuais depreciações dos
ativos que compõem a carteira do fundo.
Portanto, é recomendado a leitura
cuidadosa do prospecto e do regulamento do fundo de investimento pelo
investidor ao aplicar seus recursos.
Por fim, para conferir outros
dados e indicadores do OUJP11, continue navegando em nosso site. Temos
todas as informações necessárias disponíveis aqui. 



",N/A,720000,100.00,Ativa,Investidores em Geral,Títulos e Valores Mobiliários,Títulos e Val Mob,Indeterminado,"1,125% a.a.",0.8011,2.5111,6.8225,10.4379,0.69,2.16,5.86,8.97,0,0,https://www.fundsexplorer.com.br/funds/OUJP11
